,Valoración
13831,4.1
14999,4.7
6381,4.4
3829,3.8
12675,3.5
378,4.2
11299,4.1
12996,4.2
8182,3.7
1335,3.8
13512,4.1
19861,3.5
2716,3.3
15974,3.9
17562,3.6
16073,4.1
18501,4.2
19190,4.1
16124,3.4
10004,4.2
6323,3.7
13640,4.3
15319,4.1
17789,4.3
1894,4.0
9400,4.3
4661,3.7
16105,3.8
7770,4.3
7091,3.9
6222,3.2
15501,4.2
9382,4.3
17211,4.2
16536,4.2
15500,4.1
18748,4.4
7038,3.9
11647,3.7
10571,4.1
14300,3.6
14413,4.1
14442,4.1
14355,3.5
6359,4.0
913,3.9
12806,4.1
3992,3.4
6692,3.7
17710,4.4
1030,3.8
9165,3.9
2220,3.2
11967,3.8
9489,4.3
1577,3.6
19376,3.4
9948,3.8
3793,3.5
3655,4.4
16913,4.3
4327,4.1
18685,3.7
8303,4.1
19657,3.7
10545,4.3
7687,3.8
5732,3.8
2917,3.3
5587,4.6
7089,4.0
6327,3.6
1515,4.0
20034,3.9
11279,4.0
2371,3.5
3432,4.2
2263,3.7
4479,4.0
4239,3.8
18635,3.9
1390,3.7
893,3.8
1490,3.8
18104,3.7
10043,3.8
14038,3.9
18133,4.0
8517,4.0
9408,3.8
2933,3.4
12882,3.6
18862,4.2
10938,3.7
18538,4.0
19363,4.1
11639,4.1
1129,3.7
731,3.7
11111,4.4
14823,4.1
3084,4.6
7298,3.9
4588,3.6
12497,3.8
2795,3.5
8980,3.5
7602,4.0
798,4.1
6233,3.8
734,3.7
14419,4.0
2244,3.7
178,4.1
11470,4.2
11933,3.9
1174,4.0
13799,4.1
18004,4.0
10024,4.1
9831,3.5
790,3.9
18774,4.3
9974,4.4
11394,4.2
198,4.0
18215,4.3
12280,4.6
7676,3.7
13386,3.7
548,4.0
3339,4.2
12941,3.4
15299,4.0
15257,3.9
7466,3.7
11773,4.3
18502,3.8
14439,4.1
10507,4.2
17352,3.8
13278,4.0
18342,3.7
7534,3.9
14275,3.6
66,4.2
17598,3.8
4712,4.0
5214,3.5
11453,4.3
18579,4.2
5033,4.0
6916,3.8
2572,3.8
16727,4.2
17135,4.1
622,4.0
18367,4.1
6223,4.0
787,4.2
3332,4.3
15391,4.2
19794,4.1
6009,3.9
16981,3.6
8335,4.3
18914,4.3
11473,4.0
15559,3.8
16957,3.5
13449,3.6
17152,4.5
19870,3.6
12479,3.7
515,3.9
478,4.2
13641,4.6
4476,3.9
9972,4.1
10840,4.5
18284,4.0
14659,4.2
6900,4.1
16180,3.4
1033,3.9
15479,3.6
2598,3.8
1514,3.8
6192,3.6
19706,3.9
14176,4.1
7238,3.4
5754,3.8
2068,4.0
18751,4.2
8237,4.2
8537,4.1
5522,4.2
1462,3.8
7916,4.2
1871,4.0
16575,3.9
4576,3.7
18416,3.9
7210,4.0
9857,3.9
11081,4.5
16578,3.7
7350,3.8
4623,3.5
18602,4.3
4818,3.8
14231,4.4
15232,4.1
220,4.1
9954,4.2
18462,4.1
12633,3.8
18431,3.8
12779,4.3
11390,4.2
14968,4.6
18365,4.2
2476,3.4
4248,3.4
6116,4.1
19329,4.4
10942,4.0
18503,4.2
19240,4.4
6488,3.8
15645,4.3
10100,4.2
9457,4.2
16150,3.7
12434,3.4
5651,3.8
14693,4.0
19433,3.6
17165,4.4
8053,4.1
19957,3.7
15496,3.6
19721,4.2
2881,3.4
1677,3.9
14828,4.2
6061,3.8
901,3.9
17664,4.2
7165,4.2
2296,3.5
11595,4.2
16651,3.8
8489,4.0
9714,3.8
18274,3.9
13849,3.7
14971,4.6
15489,4.1
8220,4.4
15010,4.1
17370,4.1
6773,3.9
18192,4.4
11924,3.8
11441,4.1
16052,3.9
17994,3.9
16257,4.2
7258,4.0
2580,3.6
7967,4.0
2156,3.5
4340,3.8
12937,3.3
9563,4.2
20024,4.0
10587,4.1
16252,3.5
13744,4.3
19283,4.0
5254,3.4
681,3.9
4530,3.6
12968,4.2
13615,4.5
3159,4.3
17220,4.2
2987,4.3
4908,3.6
1882,4.1
14405,3.7
19108,4.1
1940,4.1
3296,4.4
3534,4.2
5975,3.8
3729,3.8
490,4.2
5709,3.6
1181,4.1
1375,4.0
5014,3.7
11607,3.8
12352,3.8
626,3.8
4758,4.0
13958,3.9
10305,4.1
3560,4.4
6041,4.2
12373,3.8
17284,3.8
2841,3.7
4180,3.8
17576,3.6
14585,4.1
18324,3.4
2887,3.5
16616,3.9
8877,4.2
4539,3.6
12707,3.8
12272,4.6
6684,3.8
6672,3.9
6454,3.7
9212,3.9
1366,3.9
12109,4.1
12582,3.9
2639,3.3
1191,3.7
5603,4.3
19196,4.3
13922,3.6
5731,3.6
7205,4.0
5297,4.2
3197,4.1
19860,3.8
12980,4.0
2938,4.5
18514,3.8
17550,3.9
18816,4.2
8891,4.2
10172,4.1
5980,3.9
11996,3.8
4534,3.8
16623,3.9
10066,3.8
11539,4.1
7670,3.9
7608,3.7
15286,3.9
6870,3.9
18065,4.3
17148,4.3
17489,4.0
12993,4.3
10473,4.1
15061,4.0
14555,3.7
12662,3.9
13326,3.8
19985,3.9
6682,3.7
5429,4.3
9191,3.9
12323,4.1
5267,4.1
3786,3.6
3510,4.2
1784,3.9
11375,4.1
13426,4.1
7117,4.0
494,3.5
15095,4.3
10047,4.1
14582,4.1
11053,4.2
2038,4.0
4041,3.6
9282,3.8
2897,3.6
8559,4.0
9042,3.9
16285,4.1
18621,4.1
16352,4.0
3340,4.3
14817,4.1
2653,3.4
18317,3.7
5912,4.3
18453,3.9
9734,3.7
15398,4.2
11162,4.3
8515,3.9
2031,4.0
5089,3.9
13561,4.0
813,4.0
7236,3.9
17930,4.3
10972,4.0
12756,2.9
6281,3.8
4206,3.7
13984,3.9
13467,4.2
1079,3.9
2226,3.8
17856,4.1
19623,3.6
16646,3.6
10898,4.0
17464,4.1
14736,3.7
9357,3.6
3261,4.5
5650,3.8
11289,3.9
9643,4.1
16601,3.9
12422,3.7
14507,3.7
3862,3.7
2936,4.2
8612,3.6
7081,3.9
3917,3.8
13680,4.0
9710,3.8
1689,4.0
17066,4.2
11729,4.3
14348,3.5
305,4.0
4056,3.8
19685,4.2
2999,4.4
15858,4.1
9838,3.2
1231,3.8
9707,3.9
2313,3.4
14337,3.6
9644,4.2
18131,3.9
17931,4.1
15081,4.5
16746,3.9
3496,4.1
4321,3.6
9830,3.2
9031,3.9
2062,4.1
6471,3.9
20090,3.9
7501,3.8
6478,4.0
3899,3.5
19934,3.4
3567,4.4
11459,4.1
5453,3.9
11280,4.2
8023,4.0
13448,3.7
556,3.4
12739,3.7
12885,3.9
9907,4.0
18006,4.2
4270,3.9
8532,4.0
18649,4.1
4086,3.7
6664,3.5
16169,4.0
3138,4.3
15839,3.9
588,3.8
3365,4.4
2670,3.7
5516,4.1
11782,4.1
20110,3.8
8221,4.5
2395,3.4
16779,4.2
15192,4.2
5507,3.8
10095,4.2
2170,3.0
924,3.7
8135,4.1
15492,4.1
9082,4.2
12071,3.9
11515,4.1
19581,3.6
11707,4.6
19886,3.6
3124,4.3
5674,3.7
14533,3.8
2774,3.8
7621,4.0
6560,4.0
11926,4.0
15502,4.4
9146,4.2
8457,3.8
12721,3.7
9847,4.1
16230,4.2
16034,4.0
19550,4.0
9628,4.0
5799,4.1
19497,4.3
5983,3.7
12432,3.5
5883,4.1
9783,4.0
11349,4.3
11449,4.3
15682,4.0
17962,4.0
17646,4.2
2181,3.6
12671,3.6
3243,4.2
1473,3.9
17815,4.1
6104,4.3
6749,3.7
18252,4.4
19940,3.4
11460,4.4
13010,4.0
9083,3.8
19797,4.1
9402,4.3
14841,3.7
421,4.1
9964,3.9
9899,3.9
9351,4.1
2306,2.6
8466,4.1
171,4.1
3956,3.6
5607,4.4
5812,4.1
18027,4.4
8463,4.0
11381,4.3
1725,3.6
8939,4.2
1184,3.8
9757,3.9
9975,4.0
9036,3.8
19538,4.1
15111,4.3
904,3.6
3494,4.3
8347,4.3
16167,4.3
7798,4.4
9740,3.7
7397,3.6
6090,4.1
2080,4.2
7929,3.9
13854,4.2
17473,3.9
7934,3.8
16219,4.1
12178,4.2
9317,3.2
16369,3.6
2645,3.3
17362,4.2
9928,4.0
7212,3.8
4677,3.9
6534,3.9
12013,3.8
5209,3.7
2646,4.3
10074,4.1
19395,3.6
10623,4.2
17278,3.8
20137,3.6
1478,3.6
12543,3.8
692,3.8
15400,4.1
14116,3.9
6366,4.1
18516,3.8
2155,3.6
17262,3.8
7371,3.8
1301,3.9
7838,3.9
3715,4.1
8112,4.1
19838,3.8
5037,3.8
4399,3.9
3622,4.4
13841,4.2
4516,3.8
14596,4.0
11295,4.1
7355,3.8
8751,4.0
15367,4.3
10768,4.2
1436,3.8
507,3.7
5276,4.3
12665,3.6
10062,4.1
5664,3.8
5403,4.3
5931,4.4
19238,4.2
8948,4.1
19947,3.7
2339,3.5
12243,4.1
16388,3.2
12029,3.7
4386,3.7
16333,4.1
12745,3.6
17832,4.3
10311,4.1
7681,3.4
17739,4.0
17569,4.0
8694,4.0
18800,4.1
643,3.7
15944,4.0
1539,4.1
9122,3.8
1211,3.8
17337,3.9
2560,3.7
8865,4.0
13108,4.8
6107,4.1
13030,4.0
11570,4.1
12669,3.5
5616,4.6
390,4.0
1464,4.3
12938,3.5
12618,4.3
1192,3.7
11986,3.8
10065,4.0
3590,4.1
16115,3.7
6361,3.8
11351,4.0
12710,3.8
8698,4.0
8436,4.4
6720,4.1
13871,4.0
506,3.8
10858,4.3
14694,3.7
946,3.6
14328,3.7
12910,3.5
18750,3.9
15356,3.9
15452,4.1
19801,4.1
1773,3.4
13008,3.8
11203,3.8
272,4.0
18249,4.5
8990,3.9
3618,4.4
2381,3.4
11022,4.1
7009,3.9
16810,3.8
9270,4.0
920,4.2
4633,3.4
8505,3.8
14703,3.7
746,3.7
7708,3.9
3569,4.3
8983,4.2
10669,3.7
16236,3.2
14313,3.7
15644,4.3
11612,3.6
10763,4.2
13946,4.4
8558,3.9
14343,3.5
6449,3.7
5600,4.3
16325,4.1
12548,3.9
10356,3.9
3637,4.2
17140,4.2
8573,3.8
16986,4.4
9485,4.2
1912,3.9
15293,4.0
599,4.1
3892,3.6
12334,4.3
5541,4.1
1652,4.1
19733,4.1
8107,4.1
14190,4.6
1893,3.8
7834,4.2
19863,3.8
11588,4.0
16915,4.3
6503,3.7
4362,3.8
262,3.9
375,3.9
1966,4.1
3957,3.7
16642,3.7
1466,3.9
12616,4.2
13544,4.1
5697,3.5
1243,4.0
8106,4.2
16452,3.8
18139,4.1
15186,4.0
941,3.7
2949,4.4
9664,3.8
3346,4.4
12715,3.7
2657,3.6
11046,3.5
12699,3.7
13354,4.3
10906,4.1
19951,3.6
19109,4.0
16250,4.1
18975,4.2
5327,4.1
16287,4.0
6579,4.0
13863,3.9
2799,4.0
4306,3.4
14776,4.0
18701,4.1
18958,4.5
17738,3.7
7245,4.1
298,4.1
18963,4.0
9242,4.0
6771,3.7
3823,3.5
16456,3.7
7978,4.1
11464,4.1
2035,3.5
4039,3.7
10451,3.4
17606,4.0
12118,4.1
10165,4.5
17128,4.1
10292,3.9
1499,3.7
13398,3.6
3512,4.2
20085,3.8
14221,4.4
8845,3.8
8363,4.2
6829,4.2
7131,3.7
17381,4.4
15270,3.9
4085,3.7
242,4.3
18162,4.5
13991,3.5
3144,4.1
12564,4.1
1644,3.9
14548,3.8
7372,3.8
15703,3.7
5595,4.4
10949,4.0
16402,3.8
16050,4.0
14467,3.8
19692,4.3
19419,3.7
5231,4.0
2076,4.1
4103,3.4
7494,3.8
9044,3.8
12189,4.2
12994,3.8
5969,3.8
8321,4.0
17986,4.3
10298,3.9
3966,2.9
2240,3.7
19964,3.7
19562,4.0
15566,4.0
6755,4.0
2575,3.6
14042,3.8
14390,4.0
15145,4.3
18424,4.1
12854,4.3
4078,3.2
14247,4.4
7755,3.5
12896,3.7
14167,4.5
8833,4.2
9463,4.2
15315,4.2
2778,3.2
4603,3.6
4932,3.8
14253,4.5
1985,3.9
3861,2.5
7775,3.9
11673,4.1
9727,4.1
325,3.8
13957,4.3
10531,4.4
7892,3.9
6395,4.2
12173,4.0
17503,4.1
19118,3.6
4054,3.3
2237,3.7
5229,3.8
12371,4.1
4571,3.4
8977,4.0
13667,4.1
7455,3.6
1268,3.6
864,3.7
18180,4.4
4942,3.7
2253,3.3
6011,4.4
6912,3.8
16305,4.0
6999,3.7
371,4.1
17114,4.3
10349,4.0
7941,4.0
609,3.8
4651,3.8
18489,4.2
18665,4.2
8873,4.3
19028,4.3
20096,3.5
5920,3.9
19025,4.5
14023,4.1
2364,3.4
11406,4.2
7767,4.2
7149,3.9
13649,4.3
9104,4.1
10636,3.9
19152,3.6
3789,4.1
17272,3.6
12007,3.7
5582,4.0
19807,4.1
11368,4.3
18137,4.0
5060,4.1
9616,4.2
4218,3.6
8045,4.2
8672,3.9
662,3.5
8387,4.2
14630,4.1
16675,4.0
12436,3.5
12452,3.5
11181,3.8
9312,3.9
2776,3.4
4535,3.8
13668,4.1
16631,4.0
15984,3.5
20109,3.6
7190,4.5
13732,4.2
18348,4.1
16157,4.1
5574,4.4
6136,3.6
13462,3.7
4427,4.1
10554,4.2
5247,3.8
16843,4.1
3981,3.9
9944,3.8
7826,4.2
14181,4.6
11086,4.4
2669,3.7
3977,3.4
16884,3.8
279,4.1
13159,4.3
2172,3.8
10853,4.4
18762,4.1
8719,4.0
7453,3.1
5197,3.8
12857,4.2
9887,4.0
19074,3.8
13211,3.8
17410,4.3
11672,4.1
19824,4.0
12609,4.0
19496,4.0
4155,3.7
18921,4.3
4883,4.3
5808,3.8
3809,3.7
16450,3.6
10080,4.0
8714,3.7
12489,3.9
15334,3.7
4683,3.7
7241,3.9
5544,4.3
17107,4.2
11865,4.1
5594,4.4
10402,3.9
12624,3.5
5673,3.8
13595,4.4
16589,3.8
6898,3.8
4563,3.5
8377,4.3
15417,4.3
15670,3.6
1269,3.7
12709,3.9
2350,3.3
8746,3.8
9590,4.3
1384,3.6
15580,4.2
9037,4.0
5857,3.5
13096,4.6
297,4.2
8636,3.2
18966,4.3
19774,4.4
3867,2.9
16339,4.0
18043,3.9
2077,3.8
15030,4.4
14210,4.4
12944,3.5
15574,4.2
19842,4.0
2229,3.8
2842,3.5
2537,3.5
194,3.7
18398,3.6
7363,3.7
6637,3.6
7499,3.9
15933,3.7
9010,3.7
19830,4.1
4042,3.6
6554,4.0
10771,4.4
18931,4.1
13930,4.1
5506,4.1
6855,4.1
6762,4.1
5301,4.0
17592,3.8
4654,4.0
320,4.1
7136,3.8
1371,3.8
19469,4.0
19990,4.2
11985,3.9
2654,3.0
9100,4.0
8498,3.9
12143,4.1
13722,3.9
3398,4.0
10244,4.4
8533,4.2
15949,3.9
5002,3.8
16987,4.1
19277,4.1
926,3.7
244,4.3
14759,3.8
7470,4.0
8208,3.8
143,4.1
5984,3.6
8152,4.3
2363,3.4
17432,4.0
129,3.4
1161,3.8
16847,4.2
4282,3.7
5954,4.3
287,3.8
16237,4.4
9823,3.7
13651,4.6
15582,4.2
5309,4.3
10069,4.0
10681,3.2
17244,3.6
12672,3.9
18945,4.1
17012,4.2
8682,4.1
1170,3.9
18858,4.0
10375,4.2
19358,3.7
15268,4.0
6793,4.5
5930,4.3
16699,4.0
16765,4.1
18395,4.0
11229,4.1
1859,4.2
15761,4.6
277,3.9
16431,3.6
6782,4.4
17151,4.4
16492,4.3
11781,4.0
1873,4.0
3121,4.0
8580,3.6
1311,4.0
1032,3.9
8340,4.4
14777,3.9
3406,4.3
6383,4.1
14918,4.3
13862,4.4
17948,4.1
7911,4.2
13129,4.0
931,3.5
17296,3.3
12212,3.9
691,4.0
18379,4.0
14180,4.6
6365,4.1
1909,3.9
9022,3.5
11691,4.5
14989,4.6
10274,4.2
19073,3.7
19625,3.6
44,3.8
3939,3.8
9142,4.2
7109,3.7
15341,3.7
4319,3.6
2965,4.3
3969,3.7
9380,3.7
4926,3.5
16436,3.8
19337,3.3
13972,4.0
8477,4.1
7479,3.8
10267,4.3
6309,4.0
4159,3.4
3092,4.3
17875,4.4
12749,3.6
7955,4.0
5556,4.1
15311,4.0
12516,4.0
3982,3.4
4290,3.7
6941,3.8
18396,4.1
1404,4.2
3195,4.2
15685,3.7
6125,4.1
16198,4.1
969,3.5
18205,4.6
6544,3.9
11927,4.1
9118,4.3
12364,3.7
10077,3.8
12918,3.4
2843,3.3
2851,3.3
4815,4.2
18872,4.1
5957,4.0
17014,4.3
11221,4.2
1827,4.0
4471,3.6
16226,4.3
12541,3.7
13375,3.5
18116,4.0
11819,3.9
1789,3.9
140,4.0
2059,3.9
13180,3.4
7144,3.9
15547,4.0
12206,4.0
14199,4.2
1902,3.9
18477,4.0
14408,4.3
4686,3.7
19978,3.9
8091,4.0
4922,3.6
6786,4.1
5878,4.0
16344,4.0
9549,4.1
75,3.9
2345,3.6
6448,3.9
8431,4.1
8623,3.7
4586,3.9
17721,4.0
13241,4.2
14598,4.1
19793,3.8
19693,4.2
19012,4.5
1012,3.8
12771,4.1
1553,3.8
5875,4.3
8433,4.0
8976,3.8
18426,3.8
11259,3.9
6198,3.5
9170,4.1
13098,4.7
14457,4.3
15180,3.8
6402,3.7
5696,3.9
2941,4.3
15562,4.2
3792,4.0
14839,3.9
18466,3.6
16519,4.4
7382,4.1
18140,4.0
1620,4.1
13835,4.2
5579,3.9
10339,4.0
9994,4.3
7906,4.1
10288,4.1
17506,3.8
16382,3.8
9550,4.2
1048,3.8
10153,3.7
6783,4.1
12663,3.7
15641,4.1
13626,4.5
20138,3.9
18686,4.3
20067,3.7
16540,4.2
1609,3.6
3096,4.4
17009,4.1
2415,3.3
16927,4.3
2017,4.0
2971,4.3
14617,4.0
12318,4.0
14039,3.8
13568,4.2
2931,3.7
18450,3.5
3246,4.4
124,3.8
1106,3.8
13002,4.0
1814,3.6
17861,4.3
14587,4.1
14449,4.0
13842,4.2
224,3.9
11534,3.9
8791,3.9
2123,3.5
19573,3.5
13705,3.9
16914,4.4
15338,3.9
17640,4.0
972,3.6
8971,3.9
2806,3.7
19676,4.2
2197,3.4
4051,3.7
1216,3.7
7702,3.8
11555,3.9
17688,4.2
725,3.5
15875,4.0
9171,3.9
808,3.7
16091,4.3
18353,3.7
17496,3.8
15503,4.2
16875,3.6
13713,4.1
4906,4.2
3722,4.1
3177,4.2
13123,4.3
12735,3.5
3962,3.8
17793,4.2
2671,3.7
15840,4.0
9428,4.2
9418,4.1
1764,3.7
4552,4.0
607,3.9
15677,3.6
16130,3.4
16853,4.1
3217,4.3
5738,3.2
8480,3.9
2053,3.8
11159,4.4
3164,4.5
3075,4.3
6764,3.8
2541,3.6
1657,3.9
19370,3.8
8070,4.3
19359,3.9
8645,3.6
2710,3.5
6317,4.0
7550,3.8
4266,3.8
18849,4.3
6716,3.8
422,4.0
10973,3.9
5317,4.2
15218,3.8
8850,3.8
19640,3.8
9674,3.5
2845,3.7
4066,3.6
18971,4.2
11577,4.2
5244,3.6
1001,3.9
4198,3.5
2418,3.0
17876,4.1
3575,4.4
6727,3.7
3847,3.6
961,3.6
9773,4.4
15990,3.6
16080,3.9
10399,3.7
12459,3.7
3854,3.5
4887,3.9
12424,4.1
757,3.7
13059,4.0
18454,3.9
5314,4.1
2284,3.3
18523,3.9
17123,4.2
15595,4.2
13700,4.1
13502,4.3
14224,4.2
4827,3.9
16254,4.1
8379,4.0
807,3.9
3907,3.3
14334,3.6
16225,4.0
12751,3.1
7024,3.9
1956,4.2
10638,4.0
9344,3.7
15162,3.5
12230,4.1
11405,4.2
7332,3.9
18243,4.3
2402,3.2
5184,3.4
1073,3.8
14699,3.6
17291,3.3
12433,3.9
6525,4.1
13629,4.4
19304,3.9
19850,3.7
10284,4.0
12720,3.7
20152,3.9
8096,4.4
9891,3.9
1635,3.5
18510,3.9
10131,4.1
2466,3.3
7505,4.0
10659,3.9
1003,3.8
15087,4.3
7659,3.8
19269,4.3
17294,3.8
7567,4.1
11127,4.4
12844,4.1
14720,3.8
11143,4.3
14349,3.6
9678,3.7
19417,3.6
5369,3.9
6929,3.7
9604,4.0
6290,4.0
13042,4.3
13760,4.2
16484,4.4
8902,4.0
15867,3.7
11796,4.1
985,3.7
11269,4.2
7983,4.0
6170,3.4
6050,3.8
7385,3.8
16873,4.1
19301,3.9
14906,4.0
19487,4.2
12294,4.2
16165,4.3
10915,4.1
19552,4.0
9461,4.2
2462,3.6
17061,3.6
268,3.9
7963,3.9
3580,4.2
12943,3.3
11709,4.0
71,4.0
9455,4.2
18216,4.5
6510,3.5
12451,3.8
2821,3.7
4524,4.1
589,3.5
4591,3.7
13137,4.2
19350,4.4
8849,4.2
19638,3.7
10842,4.3
10230,4.2
4624,4.0
5905,4.0
3758,3.2
6846,4.1
14344,3.7
16380,3.8
2028,3.9
10851,4.5
8870,4.2
16773,4.1
9425,4.1
5455,4.2
4500,3.7
1449,3.8
16329,4.1
11455,4.4
13049,4.1
3904,3.2
2432,3.5
17936,4.5
9829,3.4
4647,3.5
8470,4.0
16067,4.1
896,3.5
9804,3.7
7001,3.7
1587,3.9
6687,3.8
13559,3.8
12962,3.5
1719,3.7
6101,4.1
15034,4.2
3806,3.5
8807,4.0
2504,3.5
12894,3.4
3961,3.8
8924,3.9
19507,4.2
7037,3.7
13757,4.3
13248,4.1
6079,3.9
14280,3.7
890,4.1
15979,4.1
19169,4.3
4006,3.5
4939,3.7
18013,4.3
16138,4.0
5899,4.2
14366,3.5
17540,3.9
14012,3.8
8552,4.2
7617,3.9
13826,4.2
10992,4.0
13883,4.2
584,3.8
11461,4.3
3932,3.7
13158,3.7
1260,3.8
16894,4.0
14392,3.9
14885,3.9
310,4.1
1716,3.8
11501,3.8
6010,3.8
2052,3.9
16857,4.1
4668,3.7
4298,3.7
6647,3.7
3783,3.7
1008,4.0
7348,3.5
18456,3.8
10378,3.4
7410,3.6
11816,3.9
17608,3.7
8384,4.2
9879,4.0
13160,4.3
2773,3.9
13027,4.2
4059,3.7
12949,3.2
8722,4.0
90,4.0
1987,3.7
17185,4.3
17925,4.2
17885,4.1
7280,3.8
13163,3.5
2672,3.2
10310,4.1
11130,4.5
9081,4.1
9176,3.8
15125,4.3
7193,3.8
9518,4.1
18837,4.3
5043,3.5
2925,3.5
249,3.6
8186,3.9
11407,3.8
5885,4.0
2341,3.4
17795,4.1
11745,4.2
18844,4.3
6590,3.8
13781,3.9
15829,4.0
627,3.8
16569,4.1
13140,4.0
13273,4.0
12437,3.5
7546,3.8
16183,3.8
4765,3.8
9794,4.3
3672,4.1
18568,3.8
128,3.8
18077,4.0
16858,3.2
18829,4.1
4182,3.3
7300,3.9
13783,4.2
12428,3.9
6996,3.5
17084,4.1
2398,3.4
6306,3.9
18736,4.1
16565,3.8
17113,4.2
12393,3.8
12748,3.5
1186,3.9
270,4.2
15473,3.8
10704,4.1
3354,4.3
10170,4.0
5315,4.1
9221,3.5
4247,3.7
19723,3.7
15571,4.1
11274,4.0
15720,3.8
9108,4.1
9498,3.8
1096,3.8
11242,3.7
14966,4.7
6654,3.9
11160,4.4
1273,3.7
5699,3.5
15138,4.5
15945,3.5
8729,4.2
10989,4.3
6798,4.1
9591,4.3
6616,3.5
3358,4.2
7756,3.7
183,4.1
16068,4.0
12655,4.1
17005,4.2
9115,3.9
17032,3.9
4005,3.6
15236,3.7
6514,4.4
4567,3.8
13256,4.2
6604,3.8
10687,3.5
10849,4.3
18402,4.0
17490,3.7
1961,4.1
4992,3.7
4891,4.1
14331,3.8
14008,3.6
8040,4.1
5870,3.9
9571,3.9
14588,4.0
5306,4.3
6227,3.5
19810,3.7
10940,4.2
18321,3.7
1251,3.8
3176,4.3
13265,4.1
3359,4.2
16785,4.2
17212,4.2
13581,4.3
19601,3.6
18754,4.4
15659,4.3
6321,3.9
11482,4.1
17205,4.3
7412,3.8
7539,3.6
12581,4.1
19072,3.8
17586,3.8
12226,4.3
1051,4.0
12262,4.1
14520,3.8
11411,4.4
9222,4.1
8465,4.0
10235,4.2
4763,4.1
9063,3.9
1874,3.9
16416,3.9
9279,3.8
9666,3.8
7283,3.9
11413,4.5
9009,3.7
7000,3.7
10379,3.2
13683,4.1
4322,3.9
19441,3.7
9449,3.8
5832,4.0
18204,4.5
16603,4.0
16170,4.0
8685,4.1
8101,4.2
12902,3.3
13234,4.0
12630,4.3
4485,3.8
9784,4.4
11671,4.3
8616,3.8
3924,3.1
9941,4.0
19650,3.3
18870,3.8
16553,4.5
15896,3.6
17700,4.0
15199,3.9
7851,4.4
10855,4.3
12427,3.6
18165,4.4
3113,4.4
3303,4.2
14443,4.0
9537,4.0
13580,3.5
15550,4.1
1690,3.8
16018,4.0
11144,4.4
5048,4.0
16051,3.8
7118,3.5
3308,4.0
1504,3.6
14476,3.7
1806,3.9
3871,3.8
9481,4.2
3791,3.2
18943,4.2
14155,4.0
2786,3.5
9260,4.1
18455,3.8
13679,3.7
1717,3.7
2696,3.3
14644,4.1
1848,4.0
4512,3.6
17416,4.3
14004,3.6
10624,4.3
16326,4.3
12853,4.6
6623,3.7
3435,4.3
16943,4.3
15540,4.3
13513,4.2
142,4.2
6772,4.1
17566,3.8
11176,3.9
6993,3.8
16330,3.7
1647,4.1
18320,3.9
14942,4.0
14293,3.4
13483,4.1
17242,4.0
11602,3.9
1117,4.0
14574,4.0
1756,4.0
497,4.0
6752,3.6
12301,4.1
870,3.7
3357,4.2
9105,4.2
7679,3.8
721,3.9
10998,4.2
11266,4.3
886,3.6
19767,4.2
20030,3.6
18414,3.9
8348,4.2
9713,3.9
15589,4.2
8103,4.2
4876,3.6
10939,4.1
16715,4.1
16782,4.2
314,3.8
18472,3.5
19103,4.0
16697,3.9
17467,3.8
4204,3.5
5851,3.7
6130,3.6
5448,3.9
3129,4.1
15633,4.1
1996,4.6
910,3.7
3968,3.6
16760,4.1
2979,4.0
10166,4.2
336,3.8
10957,4.0
2547,3.3
18497,3.9
16838,4.1
2985,4.4
10879,4.0
15917,3.7
4620,3.8
6532,2.9
11670,4.0
18648,4.2
3558,4.2
13908,4.2
11002,4.0
4820,3.9
13054,4.0
18263,3.9
14249,4.4
13439,4.0
3416,4.2
307,4.0
7870,3.9
12101,3.9
17617,4.0
348,4.0
5919,4.1
18953,3.8
13489,3.7
7244,4.1
19673,4.2
14080,3.7
4482,3.7
11146,4.2
11875,4.0
9760,3.9
9422,3.7
10246,4.7
14521,3.6
14142,3.7
8264,4.1
16597,3.8
6856,4.1
14758,4.0
15357,3.9
14944,4.2
8598,3.9
17105,4.5
2785,4.0
6902,3.7
13549,4.2
1666,4.0
7580,4.1
5571,4.3
9950,3.9
52,4.0
8412,3.9
6264,3.5
1445,3.8
16351,4.4
14822,4.1
3258,4.3
1695,4.0
11085,4.4
13384,3.8
1574,3.8
17398,4.3
11396,4.3
4405,3.9
1630,4.0
269,3.9
1881,4.0
14524,3.5
13305,4.3
13901,4.0
5074,3.9
5510,4.1
18989,4.3
16656,3.9
9041,3.9
16925,4.4
17046,4.4
2535,3.4
11070,4.5
18823,4.5
14681,3.7
186,4.1
11972,3.8
10023,3.4
5559,4.2
19750,3.7
7186,4.2
4143,3.9
18307,3.9
18234,4.3
13639,4.2
6588,3.7
1234,3.9
3109,4.3
20113,4.2
3915,4.0
446,4.0
19004,4.1
14032,4.1
844,4.1
5201,3.9
7125,3.7
11995,3.6
18463,3.8
16260,4.3
17755,4.1
2440,3.7
3103,4.1
11089,4.2
7693,3.7
4774,3.8
9719,3.5
6975,3.7
6095,3.8
9487,4.4
2153,3.4
5519,4.0
18105,4.4
13224,3.5
5067,3.9
11635,4.1
19482,4.1
687,3.7
5208,3.7
11030,4.1
776,3.7
8418,3.9
6328,3.8
6325,3.8
10346,4.0
13751,3.9
4920,3.8
18859,4.1
